"rank","movie","year_released","american_box_office","international_box_office","total_box_office"
3050,"The Sisterhood of the Traveling Pants",2005,39053061,2507056,41560117
3051,"Meitantei Conan: Chinmoku No 15 Fun",2011,0,41545553,41545553
3052,"The Lady in the Van",2015,10021175,31495270,41516445
3053,"Three Days of the Condor",1975,41509797,0,41509797
3054,"Safe",2012,17142080,24353133,41495213
3055,"Gremlins 2: The New Batch",1990,41476097,0,41476097
3056,"Dredd",2012,13414714,28052892,41467606
3057,"Gridiron Gang",2006,38432823,3025011,41457834
3058,"The Great Outdoors",1988,41455230,0,41455230
3059,"Ghajini",2008,2430631,39000000,41430631
3060,"Pale Rider",1985,41410568,0,41410568
3061,"Peggy Sue Got Married",1986,41382841,0,41382841
3062,"Leatherheads",2008,31373938,9974690,41348628
3063,"Man of the Year",2006,37442180,3900000,41342180
3064,"50/50",2011,35016118,6318617,41334735
3065,"Cabaret",1972,41326446,0,41326446
3066,"Gosford Park",2001,41300105,0,41300105
3067,"This is Where I Leave You",2014,34296320,7000000,41296320
3068,"The Guilt Trip",2012,37134215,4160459,41294674
3069,"Don Jon",2013,24477704,16790875,41268579
3070,"The Mirror Has Two Faces",1996,41267469,0,41267469
3071,"Private Parts",1997,41198146,0,41198146
3072,"Luftslottet som sprängdes",2010,5427684,35751976,41179660
3073,"Ricki and the Flash",2015,26839498,14326535,41166033
3074,"The French Connection",1971,41158757,0,41158757
3075,"Money Talks",1997,41076865,0,41076865
3076,"The Best of Me",2014,26766213,14293205,41059418
3077,"Zhao Dao Ni",2018,0,41046927,41046927
3078,"Drive Angry",2011,10721033,30321550,41042583
3079,"Happy Gilmore",1996,38623460,2380952,41004412
3080,"2010",1984,41000000,0,41000000
3081,"Poltergeist II: The Other Side",1986,40996665,0,40996665
3082,"30 Minutes or Less",2011,37053924,3912792,40966716
3083,"Pokemon 2009",2009,0,40952392,40952392
3084,"Pee Wee's Big Adventure",1985,40940662,0,40940662
3085,"Falling Down",1993,40903593,0,40903593
3086,"Revenge of the Nerds",1984,40874452,0,40874452
3087,"Where the Heart Is",2000,33771174,7090880,40862054
3088,"Undercover Brother",2002,38230435,2565710,40796145
3089,"The Forest",2016,26594261,14154969,40749230
3090,"Broken Flowers",2005,13744960,27000000,40744960
3091,"Short Circuit",1986,40697761,0,40697761
3092,"War",2007,22486409,18200000,40686409
3093,"The Circle",2017,20497844,20154020,40651864
3094,"Sin City: A Dame to Kill For",2014,13757804,26893038,40650842
3095,"Three Fugitives",1989,40590000,0,40590000
3096,"The Dark Crystal",1982,40577001,0,40577001
3097,"El secreto de sus ojos",2010,6391436,34136283,40527719
3098,"Fright Night",2011,18298649,22222000,40520649
3099,"Jagged Edge",1985,40491165,0,40491165
3100,"Bill & Ted's Excellent Adventure",1989,40485039,0,40485039
3101,"Pretty in Pink",1986,40471663,0,40471663
3102,"The Witch",2016,25138705,15315815,40454520
3103,"The Ringer",2005,35428675,5013762,40442437
3104,"Bless the Child",2000,29374178,11061516,40435694
3105,"Foul Play",1978,40415179,0,40415179
3106,"Swiss Family Robinson",1960,40400000,0,40400000
3107,"The Master of Disguise",2002,40363530,0,40363530
3108,"Serenity",2005,25514517,14804923,40319440
3109,"La mala educación",2004,5211842,35100000,40311842
3110,"Fist Fight",2017,32187017,8099399,40286416
3111,"The Faculty",1998,40283321,0,40283321
3112,"Mo' Money",1992,40190000,0,40190000
3113,"The Piano",1993,40157856,11101,40168957
3114,"The Love Guru",2008,32235793,7923224,40159017
3115,"Big Business",1988,40150487,0,40150487
3116,"The Invasion",2007,15074191,25072851,40147042
3117,"All About Steve",2009,33862903,6264356,40127259
3118,"Twisted",2004,25195050,14924798,40119848
3119,"Scoop",2006,10525717,29577545,40103262
3120,"Encounter in the Third Dimension",1999,7195792,32906421,40102213
3121,"Grand Canyon",1991,32350000,7748309,40098309
3122,"N.L.L: Yeonpyeong Haejeon",2015,324719,39769627,40094346
3123,"Hannah and Her Sisters",1986,40084041,0,40084041
3124,"Encino Man",1992,40057130,0,40057130
3125,"Funny Lady",1975,40055897,0,40055897
3126,"The King",2017,0,40045465,40045465
3127,"Love O2O",2016,0,40029536,40029536
3128,"Man of the House",1995,40029009,0,40029009
3129,"I Still Know What You Did Last Summer",1998,40020622,0,40020622
3130,"Thank You For Smoking",2006,24793509,15223153,40016662
3131,"The Secret Life of Bees",2008,37780486,2213861,39994347
3132,"xiu chun dao II: xiu luo zhan chang",2017,14204,39951588,39965792
3133,"Manhattan",1979,39946780,17736,39964516
3134,"Magnificent Desolation",2005,34126126,5720770,39846896
3135,"Caddyshack",1980,39846344,0,39846344
3136,"The Beach",2000,39778599,0,39778599
3137,"Cirque du Freak: The Vampire's Assistant",2009,14046595,25707362,39753957
3138,"Pokemon 2007: Diamond & Pearl",2007,0,39739776,39739776
3139,"Cheongnyeon Gyeongchal",2017,0,39737402,39737402
3140,"Memento",2001,25544867,14178229,39723096
3141,"Tequila Sunrise",1988,39703427,0,39703427
3142,"Monte Carlo",2011,23186769,16500000,39686769
3143,"Mar adentro",2004,2086345,37600000,39686345
3144,"Out for Justice",1991,39673161,0,39673161
3145,"Dhoom 2",2006,2643586,37000000,39643586
3146,"Mars Needs Moms",2011,21392758,18157000,39549758
3147,"wanbyeokhan tain",2018,0,39504707,39504707
3148,"Dreamer: Inspired by a True Story",2005,33022286,6476074,39498360
3149,"Overheard 2",2011,0,39479263,39479263
3150,"Nobody's Fool",1994,39453238,0,39453238
3151,"Ocho apellidos catalanes",2015,0,39440104,39440104
3152,"Masukarêdo hoteru",2019,0,39395312,39395312
3153,"Crocodile Dundee in Los Angeles",2001,25590119,13802992,39393111
3154,"Joe Versus the Volcano",1990,39381963,0,39381963
3155,"Becoming Jane",2007,18663911,20716965,39380876
3156,"Whale Rider",2003,20779666,18594934,39374600
3157,"Hocus Pocus",1993,39360491,0,39360491
3158,"Dokjeon",2018,365639,38986708,39352347
3159,"Blade Runner",1982,32656328,6686584,39342912
3160,"Furry Vengeance",2010,17630465,21709712,39340177
3161,"Blind Date",1987,39321000,0,39321000
3162,"Never Back Down",2008,24850922,14468879,39319801
3163,"Partners: The Movie",2008,0,39314819,39314819
3164,"The Last Princess",2016,25753,39232855,39258608
3165,"Anna and the King",1999,39251128,0,39251128
3166,"Three Amigos",1986,39246734,0,39246734
3167,"National Lampoon’s Van Wilder",2002,21305259,17936064,39241323
3168,"Killing Them Softly",2012,14945541,24292902,39238443
3169,"The Legend of Bagger Vance",2000,30695227,8540259,39235486
3170,"Brooklyn's Finest",2010,27163593,12069640,39233233
3171,"Million Dollar Arm",2014,36447959,2769953,39217912
3172,"Minha Mãe é uma Peça 2: O Filme",2016,0,39195564,39195564
3173,"Overlord",2018,21704844,17473345,39178189
3174,"Roxanne",1987,39148164,0,39148164
3175,"Winged Migration",2003,11689053,27445930,39134983
3176,"Don't Be Afraid of the Dark",2011,24046682,15079745,39126427
3177,"Sherlock: The Abominable Bride",2016,0,39111922,39111922
3178,"What's Love Got to Do With It",1993,39100956,0,39100956
3179,"Primary Colors",1998,39017984,0,39017984
3180,"Yentl",1983,39012241,0,39012241
3181,"The Spirit",2008,19806188,19200000,39006188
3182,"The Eagle",2011,19490041,19503507,38993548
3183,"Agora",2010,619423,38372869,38992292
3184,"Blair Witch",2016,20777061,18208516,38985577
3185,"Whiplash",2014,13092006,25877031,38969037
3186,"3 Days to Kill",2014,30697999,8261901,38959900
3187,"Romeo and Juliet (1968)",1968,38901218,6429,38907647
3188,"Red Dawn",1984,38900000,0,38900000
3189,"Tau ming chong",2010,129078,38770714,38899792
3190,"Dnevnoy dozor",2007,459095,38411815,38870910
3191,"K-9",1989,38859189,0,38859189
3192,"Doragon Boru Zetto Kami to Kami",2013,0,38848780,38848780
3193,"The Karate Kid, Part III",1989,38793278,0,38793278
3194,"Clockstoppers",2002,36985501,1803327,38788828
3195,"Criminal",2015,14708696,24062566,38771262
3196,"The Sitter",2011,30542576,8206828,38749404
3197,"Little Shop of Horrors",1986,38747385,0,38747385
3198,"Redi",2011,934951,37799675,38734626
3199,"The Gambler",2014,33680992,5037039,38718031
3200,"About Last Night...",1986,38702310,0,38702310
3201,"Someone Like You",2001,27338033,11346873,38684906
3202,"On Deadly Ground",1994,38590458,0,38590458
3203,"Admiral",2008,0,38585047,38585047
3204,"Urban Legends: Final Cut",2000,21468807,17105555,38574362
3205,"The Ghost and the Darkness",1996,38564422,0,38564422
3206,"The Soloist",2009,31853584,6668866,38522450
3207,"Halloween 2",2009,33392973,5119877,38512850
3208,"Ting Feng Zhe",2012,0,38503726,38503726
3209,"Running Scared",1986,38500726,0,38500726
3210,"A Ga ssi",2016,2006788,36489932,38496720
3211,"Andhadhun",2018,1193049,37276369,38469418
3212,"What's the Worst That Could Happen?",2001,32267774,6194297,38462071
3213,"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,0,38452981,38452981
3214,"Bachelor Party",1984,38435947,0,38435947
3215,"Fighting With My Family",2019,22814106,15600000,38414106
3216,"Nada a Perder",2018,679531,37720311,38399842
3217,"Bang Bang",2014,2581138,35800000,38381138
3218,"Employee of the Month",2006,28444855,9920000,38364855
3219,"The Darkest Minds",2018,12695691,25665737,38361428
3220,"The Lazarus Effect",2015,25801570,12557740,38359310
3221,"Ex Machina",2015,25440971,12917421,38358392
3222,"Beauty Shop",2004,36351350,2000000,38351350
3223,"City Heat",1984,38348988,0,38348988
3224,"After the Sunset",2004,28328132,10000982,38329114
3225,"Accepted",2006,36580083,1734720,38314803
3226,"Head of State",2003,37788228,495537,38283765
3227,"The Missing",2003,26900336,11353097,38253433
3228,"Annie Hall",1977,38251425,0,38251425
3229,"The Original Kings of Comedy",2000,38168022,68316,38236338
3230,"The In-Laws",1979,38200000,0,38200000
3231,"Starting Over",1979,38200000,0,38200000
3232,"Gongjak",2018,497755,37694206,38191961
3233,"Quest for Camelot",1998,22772500,15400000,38172500
3234,"The Covenant",2006,23364784,14800000,38164784
3235,"Just My Luck",2006,17326650,20833255,38159905
3236,"Jumping the Broom",2011,37295394,863207,38158601
3237,"The Running Man",1987,38122000,0,38122000
3238,"Spaceballs",1987,38119483,0,38119483
3239,"First Sunday",2008,37931869,181539,38113408
3240,"Carnage",2011,2546747,35565407,38112154
3241,"Ri¢hie Ri¢h",1994,38087756,0,38087756
3242,"The Banger Sisters",2002,30306281,7760937,38067218
3243,"Beastly",2011,27865571,10162659,38028230
3244,"Higher Learning",1995,38023585,0,38023585
3245,"Mannequin",1987,38018000,0,38018000
3246,"For Colored Girls",2010,37729698,288175,38017873
3247,"Dead Again",1991,38016380,0,38016380
3248,"Bayside Shakedown 3: Set the Guys Loose",2010,0,38000000,38000000
3249,"Postcards from the Edge",1990,37963281,0,37963281
3250,"Sgt. Bilko",1996,30356589,7600000,37956589
3251,"Happily N'Ever After",2007,15849032,22074786,37923818
3252,"The Dead Pool",1988,37903000,0,37903000
3253,"Mission Milano",2016,0,37834435,37834435
3254,"Emma",1996,22231658,15600000,37831658
3255,"All That Jazz",1979,37823676,0,37823676
3256,"St. Elmo’s Fire",1985,37800000,0,37800000
3257,"The Black Stallion",1979,37799643,0,37799643
3258,"Mighty Morphin Power Rangers: The Movie",1995,37785198,0,37785198
3259,"It Could Happen To You",1994,37784369,0,37784369
3260,"Geomeun Sajedeul",2015,0,37784368,37784368
3261,"Showgirls",1995,20350754,17400000,37750754
3262,"Om Shanti Om",2007,3597372,34145702,37743074
3263,"The Wicker Man",2006,24413467,13308360,37721827
3264,"How Stella Got Her Groove Back",1998,37672944,0,37672944
3265,"Halloween: Resurrection",2002,30259652,7400000,37659652
3266,"Beverly Hills Ninja",1997,31245344,6393685,37639029
3267,"Tom Jones",1963,37600000,0,37600000
3268,"The Fly",1986,37585000,0,37585000
3269,"Hell or High Water",2016,27007844,10576460,37584304
3270,"Bill & Ted's Bogus Journey",1991,37537675,0,37537675
3271,"Pan Zi Xinh Dong Dui",2018,0,37516290,37516290
3272,"The Money Pit",1986,37499651,0,37499651
3273,"The Doctor",1991,37497480,0,37497480
3274,"The Boat That Rocked",2009,8017467,29455184,37472651
3275,"The Hills Have Eyes II",2007,20804166,16662372,37466538
3276,"On the Basis of Sex",2018,24622687,12787457,37410144
3277,"Oliver!",1968,37402877,0,37402877
3278,"Time Bandits",1981,37400000,0,37400000
3279,"Gomorra",2009,1579146,35760448,37339594
3280,"Revenge of the Pink Panther",1978,37337746,0,37337746
3281,"Home Again",2017,27020284,10316590,37336874
3282,"The Majestic",2001,27796042,9510292,37306334
3283,"Psycho",1998,21541218,15685000,37226218
3284,"The Main Event",1979,37198813,0,37198813
3285,"Semi-Tough",1977,37187139,0,37187139
3286,"Brubaker",1980,37121708,0,37121708
3287,"A Walk in the Woods",2015,29499394,7619964,37119358
3288,"The Family That Preys",2008,37105289,0,37105289
3289,"Uptown Girls",2003,37095657,0,37095657
3290,"Women Who Flirt",2014,374116,36720000,37094116
3291,"Jersey Girl",2004,25266129,11800000,37066129
3292,"The Fog",2005,29511112,7537414,37048526
3293,"Nan Ji Jue Lian",2018,118352,36895078,37013430
3294,"Yi Sheng Yi Shi",2014,417558,36590000,37007558
3295,"Cheech & Chong's Nice Dreams",1981,37000000,0,37000000
3296,"Gekijoban Poketto Monsuta Adobansu Jenereshon M…",2005,0,37000000,37000000
3297,"Gifted",2017,24801212,12163444,36964656
3298,"La vérité si je mens! 3",2012,0,36960781,36960781
3299,"The Bachelor",1999,21731001,15151377,36882378
3300,"Zack and Miri Make a Porno",2008,31457946,5398360,36856306
3301,"Just Cause",1995,36853222,0,36853222
3302,"My Favorite Martian",1999,36850101,0,36850101
3303,"Chimpanzee",2012,28965459,7869364,36834823
3304,"Kiss of the Dragon",2001,36833473,0,36833473
3305,"South Pacific",1958,36800000,17550,36817550
3306,"The Adventurers",2017,216556,36585148,36801704
3307,"Amour",2012,6738954,30048090,36787044
3308,"Natale in Crociera",2007,0,36773534,36773534
3309,"Burnt",2015,13651946,23121564,36773510
3310,"Barfi",2012,2804874,33947110,36751984
3311,"Titan A.E.",2000,22751979,14000000,36751979
3312,"Sex, Lies, and Videotape",1989,24741667,12000000,36741667
3313,"The Getaway",1972,36734619,0,36734619
3314,"Qian Ren 2:Bei Tai Fan Ji Zhan",2015,0,36723790,36723790
3315,"Eight Legged Freaks",2002,17266505,19455806,36722311
3316,"Disaster Movie",2008,14190901,22529851,36720752
3317,"The Sword and the Sorcerer",1982,36714025,0,36714025
3318,"Friday the 13th Part 3",1982,36690067,0,36690067
3319,"The Adventures of Pinocchio",1996,15382170,21300000,36682170
3320,"Shine",1996,35811509,860984,36672493
3321,"Best Friends",1982,36670556,0,36670556
3322,"Gung Ho",1986,36611610,0,36611610
3323,"Jackie",2016,13960394,22628118,36588512
3324,"Tarzan, The Ape Man",1981,36565000,0,36565000
3325,"Sicko",2007,24538513,11997324,36535837
3326,"Hotel Rwanda",2004,23519128,13002095,36521223
3327,"Carlito's Way",1993,36516012,0,36516012
3328,"Soapdish",1991,36489888,0,36489888
3329,"Vegas Vacation",1997,36470465,0,36470465
3330,"Fly Away Home",1996,25143818,11325504,36469322
3331,"Born to be Wild 3D",2011,25798735,10669297,36468032
3332,"To Wong Foo Thanks for Everything, Julie Newmar",1995,36466570,0,36466570
3333,"Gamshijadeul",2013,0,36431468,36431468
3334,"Sumbakokjil",2013,0,36412217,36412217
3335,"The Glimmer Man",1996,20404841,16000000,36404841
3336,"Haywire",2012,18942396,17432304,36374700
3337,"Raid Dingue",2017,0,36360000,36360000
3338,"Universal Soldier",1992,36299898,0,36299898
3339,"Alive",1993,36299670,0,36299670
3340,"The Kids Are All Right",2010,20811365,15464104,36275469
3341,"A Very Harold & Kumar 3D Christmas",2011,35061031,1204714,36265745
3342,"Room",2015,14677674,21585109,36262783
3343,"Rumble in the Bronx",1996,32281907,3956845,36238752
3344,"Mad Max Beyond Thunderdome",1985,36230219,0,36230219
3345,"Across The Sea of Time",1995,16015639,20200534,36216173
3346,"Casanova",2005,11304403,24900000,36204403
3347,"One for the Money",2012,26414527,9782694,36197221
3348,"Nobunaga Concerto: The Movie",2016,0,36187592,36187592
3349,"Arthur and the War of Two Worlds",2015,347136,35833688,36180824
3350,"Devil's Due",2014,15821461,20324626,36146087
3351,"Silent Movie",1976,36145695,0,36145695
3352,"Last Tango in Paris",1972,36144824,0,36144824
3353,"Love Happens",2009,22965110,13167904,36133014
3354,"Always 3 Chome no yuhi '64 3",2012,0,36119625,36119625
3355,"T-34",2018,0,36115024,36115024
3356,"Breakin'",1984,36100000,0,36100000
3357,"A Most Wanted Man",2014,17237855,18831035,36068890
3358,"Set It Off",1996,36049108,0,36049108
3359,"Assault On Precinct 13",2005,20040895,16000000,36040895
3360,"Så som i himmelen",2008,10236,36022358,36032594
3361,"Garden State",2004,26782316,9246486,36028802
3362,"The Greatest Show on Earth",1952,36000000,0,36000000
3363,"The Robe",1953,36000000,0,36000000
3364,"Pete’s Dragon",1977,36000000,0,36000000
3365,"The Born Losers",1967,36000000,0,36000000
3366,"Nana",2005,0,36000000,36000000
3367,"What a Girl Wants",2003,35990505,0,35990505
3368,"Miss Potter",2006,3005605,32885652,35891257
3369,"Show Dogs",2018,17744685,18126346,35871031
3370,"Wu ji",2006,669625,35200309,35869934
3371,"Toy Story 3D Double Feature",2009,30702446,5165623,35868069
3372,"Taps",1981,35856053,0,35856053
3373,"Le Grand Bain",2018,0,35844587,35844587
3374,"The Black Hole",1979,35841901,0,35841901
3375,"Kimi no Suizo wo Tabetai",2017,0,35840900,35840900
3376,"Arbitrage",2012,7919574,27911139,35830713
3377,"My Dog Skip",2000,34099640,1695679,35795319
3378,"Faster",2010,23240020,12552925,35792945
3379,"Murder on the Orient Express",1974,35733867,21383,35755250
3380,"The China Syndrome",1979,35708042,0,35708042
3381,"Robin Hood: Men in Tights",1993,35699287,0,35699287
3382,"Other People's Money",1991,35682000,0,35682000
3383,"Father's Day",1997,28681080,7000000,35681080
3384,"Absolutely Fabulous: The Movie",2016,4772155,30900000,35672155
3385,"The Indian in the Cupboard",1995,35627222,0,35627222
3386,"Silkwood",1983,35615609,0,35615609
3387,"Diary of a Wimpy Kid: The Long Haul",2017,20738724,14870853,35609577
3388,"Tyler Perry's Good Deeds",2012,35025791,553386,35579177
3389,"Steve Jobs",2015,17766658,17812349,35579007
3390,"No Way Out",1987,35509515,0,35509515
3391,"Hostiles",2017,29819114,5662827,35481941
3392,"Crank 2: High Voltage",2009,13684249,21788490,35472739
3393,"Down with Love",2003,20305251,15151698,35456949
3394,"Selena",1997,35450113,0,35450113
